Sentence,Emotion
"The canary-bird fluttered in his cage, and the parrot flapped his wings and cried, ""Let us be men;"" the poor clerk, in the most deadly terror, flew through the window, over the houses, and through the streets, till at length he was obliged to seek a resting-place.",3
"""Heaven preserve us!"" said he; ""How did I get up here and fall asleep in this way?",7
"""Dead!"" cried the laundress, turning pale as death.",7
"""Is he dead?"" she exclaimed.",7
"Oh, my poor child,"" and she burst into tears.",6
"And he, poor boy, wept also, as he sat alone by the river, near to and watching the damp linen.",6
"I kissed her hand, and wept bitter tears, and I wept still more when I went to my room, and threw myself on the bed.",6
"""Oh, my poor mother!"" he cried, while the tears rolled down his cheeks.",6
"She has a hymn-book with large silver clasps, in which she often reads; and in the book, between the leaves, lies a rose, quite flat and dry; it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes.",4
"At her side sits a young man, tall and strong; he gives her a rose and she smiles.",4
"She smiled once more, and then people said she was dead.",4
"Her Puggie had seated itself on the ground while she wrote, and growled; for the dog had come with her for amusement and for the sake of its health; and then the bare floor ought not to be offered to a visitor.",2
"She had not a button- that she knew right well, and therefore she remained standing sorrowfully outside, till all the others had seen the grave and had gone away; then she sat down, held her little brown hands before her eyes, and burst into tears; this girl alone had not seen Puggie's grave.",6
It was a grief as great to her as any grown person can experience.,6
"They lived quite retired and very happily; and as they had no children of their own, they had adopted a little common snail, which they brought up as their own child.",4
"I am very glad we have such good houses, and that the little one has one of his own.",4
"""There can be nothing better than we have here,"" said the father-snail; ""I wish for nothing more.""",4
"You need not be in a hurry; you are always so impatient, and the youngster is getting just the same.",2
He will be the joy of our home; and we old folks have nothing else to live for.,4
"""There may be black snails, no doubt,"" said the old snail; ""black snails without houses; but they are so vulgar and conceited too.",2
"And the rain fell upon the burdock-leaves, to play the drum for them, and the sun shone to paint colors on the burdock forest for them, and they were very happy; the whole family were entirely and perfectly happy.",4
"""It must be a kind of garden plant,"" said another; and so they sneered and despised the plant as a thing from a garden.",2
"""It is stupid nonsense to allow yourself to shoot out in this way; we are not here to support you.""",2
"With pious gratitude the girl looked upon this glorious work of God, and bent down over one of the branches, that she might examine the flower and inhale the sweet perfume.",4
"Then a light broke in on her mind, and her heart expanded.",4
"The poor swineherd took these words to heart, for they were addressed to him; he knew not that there were others who were equally ignorant.",6
"Then the king, in his melancholy, wandered out to the spot in the wood.",6
"And the old grandfather nodded again; and the more he looked at Holger Danske, the more satisfied he felt that he had carved a good image of him.",4
"The old grandfather wiped his eyes, for he had known King Frederick, with his silvery locks and his honest blue eyes, and had lived for him, and he folded his hands and remained for some time silent.",6
"They ran on a little farther, and then Christina fell down, and began to cry.",6
"Presently the scream of an eagle sounded through the wood; it was an ugly cry, and it frightened the children; but before them, in the thickest part of the forest, grew the most beautiful blackberries, in wonderful quantities.",3
"So they went on, but the road led them out of the way; no house could be seen, it grew dark, and the children were afraid.",3
"At last they both lost themselves in the thicket; Christina began to cry, and then Ib cried too; and, after weeping and lamenting for some time, they stretched themselves down on the dry leaves and fell asleep.",6
"Great quantities of fish could be seen through the clear water, sparkling in the sun's rays; they were quite surprised when they came so suddenly upon such an unexpected sight.",7
"He could not utter a word; he could only seize her hand and hold it fast in his own, but he felt too happy and glad to open his lips.",4
"His eyes brightened, and the words he uttered came with hesitation from his lips, but from the deepest recesses of his heart: ""Christina, if you have not become too grand, and if you can be contented to live in my mother's house as my wife, we will be married some day.",4
"I can trust you, for I believe that I do love you.",4
"At first Ib said not a word, but he became as white as the wall, and shook his head gently, and then he spoke,- ""Christina must not refuse this good fortune.""",6
"Very little was said about the matter to Ib, and he did not refer to it; his mother, however, noticed that he had grown very silent and pensive.",6
"At last a very little girl came out of one of the wretched-looking houses, and Ib asked her to tell him the way to the street he wanted; she looked up timidly at him, and began to cry bitterly.",6
"Her youngest child, looked for in the midst of prosperity, had sunk into the grave when only a few weeks old; and at last Christina herself became sick unto death, and lay, forsaken and dying, in a miserable room, amid poverty she might have borne in her younger days, but which was now more painful to her from the luxuries to which she had lately been accustomed.",6
"It makes me unhappy to think that I shall die, and leave this poor child,"" sighed she.",6
"The Grasshopper only sprang half as high, but he sprang straight into the King's face, and the King declared that was horribly rude.",2
"And then he sang his own melancholy song, and from that we have gathered this story, which they say is not true, though it's in print.",6
"""Everything around me is so wonderfully bright and warm, and beautiful, that it makes me joyous.""",4
"You may have thousands of my days, but I have thousands of moments in which I can be merry and happy.",4
"And the little creature danced and floated in the air, rejoicing in her delicate wings of gauze and velvet, rejoicing in the balmy breezes, laden with the fragrance of clover-fields and wild roses, elder-blossoms and honeysuckle, from the garden hedges, wild thyme, primroses, and mint, and the scent of all these was so strong that the perfume almost intoxicated the little fly.",4
"The long and beautiful day had been so full of joy and sweet delights, that when the sun sank low it felt tired of all its happiness and enjoyment.",4
The same thing was continued through many generations of Ephemera; all of them felt equally merry and equally happy.,4
"Once, but long years had intervened since then, guitars and Eolian harps had been hung on his boughs by merry travellers; now they seemed to hang there again, and he could hear their marvellous tones.",4
"Then it seemed as if new life was thrilling through every fibre of root and stem and leaf, rising even to the highest branches.",4
